Block,Virus_prob,Latitude,Longitude,NumMosquitos,Month,Year,DayRunner,Virus,ALTER,PIPIENS,PIPIENS-RESTUANS,RESTUANS,Tmax,Tmin,rainy,dry,Dry_Wet_Diff,Slowdown,Speedy,Tmax-1,rainy-1,dry-1,Dry_Wet_Diff-1,Slowdown-1,Speedy-1,Tmax-2,rainy-2,dry-2,Dry_Wet_Diff-2,Slowdown-2,Speedy-2
10,0.02878787878787879,41.869107,-87.69629300000003,3,8,2007,214,0,0,0,1,0,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,2,8,2007,214,0,0,0,0,1,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,4,8,2007,214,0,0,0,1,0,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,7,8,2007,214,0,0,1,0,0,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,16,8,2007,214,0,0,0,1,0,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,8,2007,214,0,0,0,0,1,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,8,2007,214,0,0,0,0,1,91,73,0,0,1,1,0,92.0,0.0,0.0,1.0,1.0,0.0,91.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,8,2007,219,0,0,0,1,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,9,8,2007,219,0,0,1,0,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,18,8,2007,219,0,0,0,1,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,5,8,2007,219,0,0,0,1,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,2,8,2007,219,0,0,0,0,1,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,1,8,2007,219,0,0,1,0,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,2,8,2007,219,0,0,1,0,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,2,8,2007,219,0,0,0,1,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,35,8,2007,219,0,0,1,0,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,25,8,2007,219,0,0,0,1,0,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,8,2007,219,0,0,0,0,1,92,73,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,25,8,2007,221,0,0,1,0,0,85,73,1,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,9,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,2,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,14,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,20,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,20,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,24,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,4,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,1,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,1,8,2007,227,0,0,0,0,1,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,16,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,12,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,18,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,15,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,3,8,2007,227,0,0,1,0,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,7,8,2007,227,0,0,0,1,0,81,72,1,0,0,1,0,84.0,1.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,3,8,2007,233,0,0,0,1,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,14,8,2007,233,0,0,1,0,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,20,8,2007,233,0,0,0,1,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,15,8,2007,233,0,0,1,0,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,10,8,2007,233,0,0,0,1,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,11,8,2007,233,0,0,1,0,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,9,8,2007,233,0,0,0,1,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,5,8,2007,233,1,0,1,0,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,7,8,2007,233,0,0,0,1,0,87,69,0,0,0,1,0,78.0,1.0,0.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,3,8,2007,234,0,0,1,0,0,90,70,1,0,0,1,0,87.0,0.0,0.0,0.0,1.0,0.0,78.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,9,8,2007,234,0,0,0,1,0,90,70,1,0,0,1,0,87.0,0.0,0.0,0.0,1.0,0.0,78.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,8,2007,234,0,0,0,0,1,90,70,1,0,0,1,0,87.0,0.0,0.0,0.0,1.0,0.0,78.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,8,2007,234,0,1,0,0,0,90,70,1,0,0,1,0,87.0,0.0,0.0,0.0,1.0,0.0,78.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,7,8,2007,236,0,0,1,0,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,4,8,2007,236,0,0,0,1,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,10,8,2007,236,1,0,1,0,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,12,8,2007,236,0,0,0,1,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,3,8,2007,236,0,0,0,0,1,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,7,8,2007,236,0,0,1,0,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,13,8,2007,236,0,0,0,1,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,10,8,2007,236,0,0,1,0,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,3,8,2007,236,0,0,0,1,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,8,2007,236,0,0,1,0,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,6,8,2007,236,0,0,0,1,0,81,69,1,0,0,1,0,89.0,1.0,0.0,0.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,8,8,2007,240,0,0,1,0,0,91,69,0,0,0,1,0,79.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,12,8,2007,240,0,0,0,1,0,91,69,0,0,0,1,0,79.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,8,2007,240,0,1,0,0,0,91,69,0,0,0,1,0,79.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,20,9,2007,247,0,0,0,1,0,90,67,0,0,1,1,0,88.0,0.0,0.0,1.0,1.0,0.0,85.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,4,9,2007,248,0,0,1,0,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,5,9,2007,248,0,0,0,1,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,4,9,2007,248,1,0,1,0,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,2,9,2007,248,0,0,0,1,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,14,9,2007,248,0,0,1,0,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,3,9,2007,248,0,0,0,1,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,9,2007,248,0,0,1,0,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,2,9,2007,248,0,0,0,1,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2007,248,0,0,1,0,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,2,9,2007,248,0,0,0,1,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,50,9,2007,248,0,0,1,0,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,4,9,2007,248,0,0,0,1,0,91,72,1,0,1,1,0,90.0,0.0,0.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,50,9,2007,249,0,0,0,1,0,84,74,1,0,0,0,1,91.0,1.0,0.0,1.0,1.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,9,2007,249,0,0,0,0,1,84,74,1,0,0,0,1,91.0,1.0,0.0,1.0,1.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,14,9,2007,255,0,0,1,0,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,1,9,2007,255,1,0,1,0,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,4,9,2007,255,0,0,0,1,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,3,9,2007,255,0,0,1,0,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.721474,-87.648064,3,9,2007,255,0,0,0,1,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.869107,-87.69629300000003,22,9,2007,255,0,0,1,0,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,9,2007,255,0,0,0,1,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2007,255,0,0,1,0,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2007,255,0,0,0,1,0,67,46,0,1,1,1,0,71.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,10,9,2007,261,0,0,0,1,0,89,66,0,0,1,0,1,80.0,0.0,1.0,1.0,0.0,1.0,72.0,0.0,1.0,1.0,1.0,0.0
