Date,Virus,Month,Year,DayRunner,CULEX,ALTER,PIPIENS,PIPIENS-RESTUANS,RESTUANS,near_hotspot,near_chompspot
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,1,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,2
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,4,5
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,1,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,2,2
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,2
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,1
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,2
2007-06-05,0,6,2007,156,PIPIENS,0,1,0,0,0,2
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,1,1
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,2
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,1
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,1,1
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,1,0
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,3
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-06-05,0,6,2007,156,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,1,0
2007-06-05,0,6,2007,156,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,4
2007-06-26,0,6,2007,177,ALTER,1,0,0,0,1,4
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,3
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,2,4
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,2
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,3,5
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,3,5
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,2,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,2,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,1
2007-06-26,0,6,2007,177,PIPIENS,0,1,0,0,0,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,2
2007-06-26,0,6,2007,177,PIPIENS,0,1,0,0,0,2
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,3
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,3,6
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,3,6
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,3
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,1
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,2
2007-06-26,0,6,2007,177,PIPIENS,0,1,0,0,0,0
2007-06-26,0,6,2007,177,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,1,2
2007-06-26,0,6,2007,177,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,2,4
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,2,4
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,1
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,1,2
2007-06-29,0,6,2007,180,PIPIENS,0,1,0,0,1,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,1,2
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,3,5
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,1,0
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,2,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,PIPIENS,0,1,0,0,0,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,1
2007-06-29,0,6,2007,180,PIPIENS,0,1,0,0,0,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,2
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,1,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,2
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,1,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,3
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,1,0
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,3,6
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-29,0,6,2007,180,PIPIENS,0,1,0,0,0,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,2,5
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,0
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,1
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-29,0,6,2007,180,RESTUANS,0,0,0,1,0,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-06-29,0,6,2007,180,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,4
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,3
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,2,4
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,2
2007-07-02,0,7,2007,183,PIPIENS,0,1,0,0,1,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,4,5
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,2,2
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,0
2007-07-02,0,7,2007,183,PIPIENS,0,1,0,0,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,2
2007-07-02,0,7,2007,183,ALTER,1,0,0,0,0,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,2
2007-07-02,0,7,2007,183,ALTER,1,0,0,0,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,3
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,3,6
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,3
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,3
2007-07-02,0,7,2007,183,ALTER,1,0,0,0,0,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,2
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,1,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,2,5
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,2,5
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,1,3
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-02,0,7,2007,183,RESTUANS,0,0,0,1,0,1
2007-07-02,0,7,2007,183,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,4
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,1,4
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,2,4
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,2,4
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,2,4
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,2
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,1,2
2007-07-11,0,7,2007,192,ALTER,1,0,0,0,1,2
2007-07-11,0,7,2007,192,ALTER,1,0,0,0,1,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,2
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,1,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,3,5
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,0
2007-07-11,0,7,2007,192,ALTER,1,0,0,0,0,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,4,5
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,4,5
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,1
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,1,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,2,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,2,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,2,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,2,2
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,2,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,0
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,2
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,0,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,2
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,0
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,0,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,3
2007-07-11,0,7,2007,192,PIPIENS,0,1,0,0,0,3
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,0,3
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,3,6
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,3,6
2007-07-11,0,7,2007,192,PIPIENS-RESTUANS,0,0,1,0,1,3
2007-07-11,0,7,2007,192,RESTUANS,0,0,0,1,1,3
